Diameter: 8
Degree: 7
Number of linear rules: 64
Maximum period attainable by linear orthogonal sequences: 16383
Divisors of the maximum order: 1 3 43 127 129 381 5461 16383 

Rule: 38597363079105398474523661669562635951203422344187167500973652871781632617130 NL: 0; POL: P(X) = 1 + X^7; Rule: 69475253542389717254142591005212744711893934326000150730981875483261524141670 NL: 0; POL: P(X) = 1 + X^1 + X^7; Order: -1
Rule: 38597363079105398474523661669562635951203422344187167500973652871781632617130 NL: 0; POL: P(X) = 1 + X^7; Rule: 74924293035910479391722402064445116846133436440437736006865679473522681469530 NL: 0; POL: P(X) = 1 + X^2 + X^7; Order: -1
Rule: 38597363079105398474523661669562635951203422344187167500973652871781632617130 NL: 0; POL: P(X) = 1 + X^7; Rule: 77044541866074200067823495861811798610428962555004889810711517602028968367530 NL: 0; POL: P(X) = 1 + X^3 + X^7; Order: -1
Rule: 38597363079105398474523661669562635951203422344187167500973652871781632617130 NL: 0; POL: P(X) = 1 + X^7; Rule: 68033484337878387194393847223003401112172976568094486144366705555877249051030 NL: 0; POL: P(X) = 1 + X^1 + X^2 + X^3 + X^7; Order: -1
Rule: 38597363079105398474523661669562635951203422344187167500973652871781632617130 NL: 0; POL: P(X) = 1 + X^7; Rule: 77194137218175715920033567389636135038371994929903931866176112495084998863530 NL: 0; POL: P(X) = 1 + X^4 + X^7; Order: -1
Rule: 38597363079105398474523661669562635951203422344187167500973652871781632617130 NL: 0; POL: P(X) = 1 + X^7; Rule: 74791261875045117543909293473957731164537037408088068850276057025372509021530 NL: 0; POL: P(X) = 1 + X^2 + X^3 + X^4 + X^7; Order: -1
Rule: 38597363079105398474523661669562635951203422344187167500973652871781632617130 NL: 0; POL: P(X) = 1 + X^7; Rule: 77194726149224148062089477318877993248675075054242397800752161851018293455530 NL: 0; POL: P(X) = 1 + X^5 + X^7; Order: 5461
Rule: 38597363079105398474523661669562635951203422344187167500973652871781632617130 NL: 0; POL: P(X) = 1 + X^7; Rule: 68112993664251889073711131523803151214773859655926108021447046628871597627030 NL: 0; POL: P(X) = 1 + X^1 + X^2 + X^5 + X^7; Order: -1
Rule: 38597363079105398474523661669562635951203422344187167500973652871781632617130 NL: 0; POL: P(X) = 1 + X^7; Rule: 69385142961757730799709654670194957881001267260359518262906128916798761245030 NL: 0; POL: P(X) = 1 + X^1 + X^3 + X^5 + X^7; Order: 16383
Rule: 38597363079105398474523661669562635951203422344187167500973652871781632617130 NL: 0; POL: P(X) = 1 + X^7; Rule: 69474900172976843852504521249820447513188207961992185137442753975916133181030 NL: 0; POL: P(X) = 1 + X^1 + X^4 + X^5 + X^7; Order: 16383
Rule: 38597363079105398474523661669562635951203422344187167500973652871781632617130 NL: 0; POL: P(X) = 1 + X^7; Rule: 77043957500313611757721629534801190402452566816859421416726589039298263471530 NL: 0; POL: P(X) = 1 + X^3 + X^4 + X^5 + X^7; Order: 5461
